ID,race,assigned,score,schoolpreferenceranking,schooltype
23890,1,142,481.2066996625,22,3
28058,1,108,481.2027189853,56,2
7955,1,175,481.1898622158,40,3
37319,1,175,481.1884734592,15,3
10916,1,175,481.1843939707,33,3
20055,1,164,481.1824132762,52,2
26170,1,175,481.1817903322,47,3
36512,0,142,481.1809507838,29,3
29543,1,142,481.1740921762,19,3
11046,1,174,481.1664839083,18,3
29962,1,86,481.1663627561,45,2
18184,1,175,481.1531916084,58,3
17021,1,175,481.1523125361,42,3
19887,1,175,481.1479229247,37,3
12638,0,142,481.143184131,31,3
34835,1,174,481.13441545,51,3
7995,1,175,481.134041872,33,3
32455,1,175,481.132882419,47,3
21748,1,142,481.1311690867,28,3
17494,0,174,481.1218350982,31,3
5572,0,174,481.1207584247,29,3
30095,1,69,481.1194265309,60,2
29260,1,174,481.1116733878,19,3
22636,0,37,481.1075436417,57,2
26562,0,188,481.1066555818,61,2
23893,1,142,481.1057019916,55,3
37144,1,175,481.1026160026,20,3
38355,1,175,481.1013467995,50,3
34335,0,175,481.1001633858,25,3
4079,1,142,481.0889500934,51,3
37285,1,175,481.0875940191,46,3
21692,0,175,481.0840798395,49,3
27730,0,174,481.0805636793,29,3
9684,1,175,481.0781427261,25,3
27668,1,174,481.076442071,22,3
35405,1,142,481.0648095995,41,3
5581,1,174,481.0489404807,44,3
29753,1,142,481.0481641151,23,3
20965,1,142,481.0452464979,33,3
4896,1,174,481.042291504,62,3
10445,0,174,481.0417413284,49,3
17344,1,128,481.0388371912,56,2
17787,1,175,481.0387775996,35,3
26083,1,174,481.0384975212,23,3
36561,0,174,481.0346319659,19,3
6426,1,174,481.0326958969,24,3
9255,1,142,481.0235304822,26,3
10275,1,175,481.0213431539,50,3
19396,1,174,481.0205407587,44,3
12906,1,175,481.0178517562,22,3
33702,1,175,481.0161722637,22,3
19204,1,175,481.0160375744,33,3
18126,1,174,481.0150977439,27,3
17525,1,59,481.0098706252,58,2
14650,0,142,481.0076335598,30,3
27693,1,175,481.0061768878,16,3
20430,1,174,481.0057005208,27,3
15516,1,142,480.9961611094,13,3
26240,1,59,480.9876700504,57,2
8214,1,175,480.9876174524,31,3
26747,1,142,480.9751259588,39,3
8426,1,142,480.9690303097,44,3
23115,1,153,480.9683704629,53,2
3920,1,175,480.9678465711,29,3
39666,0,175,480.9673555578,38,3
22684,0,142,480.9588230494,24,3
31413,1,142,480.9541467754,18,3
36642,1,141,480.951473641,53,2
27089,1,142,480.9491722289,45,3
16266,1,175,480.9464596948,28,3
29981,1,142,480.9369163373,35,3
4267,1,56,480.9358408046,48,2
29150,1,174,480.9345531768,53,3
35185,1,175,480.9203029395,49,3
33822,1,175,480.9160335618,48,3
23914,0,175,480.9151507372,37,3
11873,1,174,480.9074866114,36,3
33060,1,175,480.9068531967,18,3
28878,1,175,480.9063293819,41,3
18280,1,174,480.9042633382,42,3
25992,1,142,480.9030789089,29,3
24325,1,174,480.8960913161,41,3
14248,1,174,480.8954491497,26,3
2415,1,174,480.8771167623,50,3
8965,1,175,480.8643296524,22,3
28105,1,5,480.8574805376,52,2
8810,1,174,480.8523702816,51,3
16667,1,175,480.8510180899,34,3
8333,1,142,480.8496086392,23,3
12556,1,142,480.847798425,31,3
34349,0,142,480.8448574968,38,3
5764,1,174,480.8445071315,39,3
1559,1,142,480.8444710917,33,3
17321,0,174,480.8428588109,19,3
10190,1,174,480.8420504344,24,3
12574,0,142,480.83984057,13,3
8762,0,175,480.8300337147,26,3
27763,1,51,480.8213946743,54,2
12050,0,175,480.812252472,50,3
32309,1,174,480.8107320489,26,3
23392,1,174,480.8095160918,30,3
36143,1,142,480.8063221213,28,3
17582,1,174,480.8020250385,35,3
4067,1,142,480.8002340911,41,3
14177,0,142,480.7895507525,27,3
32697,1,174,480.7883269909,18,3
10123,1,175,480.7855112159,34,3
26882,1,108,480.7823686595,56,2
15391,1,174,480.7804601549,43,3
39052,1,174,480.7767507144,23,3
1261,1,142,480.7762378246,50,3
18594,1,27,480.7761277985,54,2
34052,0,175,480.763267214,23,3
33987,1,175,480.7622633092,18,3
32008,1,142,480.760767865,42,3
29744,1,175,480.7321660066,31,3
9299,1,174,480.7266432256,21,3
39130,1,142,480.7211691656,43,3
35543,1,175,480.7210877098,28,3
28911,1,142,480.7206376317,48,3
16238,1,175,480.7164184438,33,3
28351,1,175,480.7087370982,40,3
2482,1,175,480.708185588,21,3
26727,0,142,480.7071735121,39,3
38944,1,187,480.7051626787,51,2
33028,1,175,480.7025011086,24,3
31765,1,175,480.6992575072,33,3
38851,1,142,480.6972161032,42,3
11196,1,174,480.6963900006,30,3
11337,1,174,480.6949100248,43,3
12201,1,174,480.6942937421,22,3
33791,1,142,480.6910048024,18,3
37843,1,175,480.6868202991,35,3
31360,1,174,480.6861395207,15,3
36962,1,175,480.6848304335,33,3
29519,0,174,480.6826231886,29,3
8120,1,175,480.6775575378,24,3
33182,1,142,480.6772453856,51,3
13111,0,175,480.6706654411,17,3
33944,1,174,480.6654159301,41,3
4470,1,174,480.6649031106,50,3
28482,1,175,480.6641627148,24,3
32942,1,175,480.6605507774,40,3
28279,1,174,480.659678652,22,3
11808,1,174,480.6572120426,24,3
28003,1,175,480.6553675551,22,3
715,1,175,480.6405027612,19,3
21257,1,174,480.6351582927,19,3
21027,1,174,480.63134509,59,3
32071,1,174,480.615813352,42,3
5828,1,174,480.6152176438,50,3
16012,1,175,480.6148774377,34,3
31540,1,174,480.599881855,21,3
22949,1,204,480.5923472896,53,2
19901,1,142,480.5796636213,23,3
22739,1,175,480.5714591481,46,3
18259,0,175,480.5695129275,50,3
35250,1,175,480.5638390419,59,3
29131,1,174,480.5626380833,21,3
36380,0,174,480.5575681685,20,3
4782,1,51,480.5544300716,57,2
38609,1,72,480.5473067761,63,2
27927,1,175,480.5465918993,26,3
36214,1,142,480.546416575,26,3
12794,1,175,480.5450253992,40,3
25313,1,174,480.5412689558,28,3
7577,1,142,480.5405910358,30,3
8676,1,142,480.538939413,33,3
25863,1,174,480.5349665411,32,3
21116,1,174,480.5174330152,33,3
26183,1,142,480.5045997112,32,3
32601,1,43,480.5042804319,57,2
11244,1,142,480.4952789734,22,3
662,0,142,480.4764010713,52,3
16972,1,174,480.4749815691,38,3
27500,1,175,480.473280659,31,3
4856,1,175,480.4681302047,40,3
31447,1,142,480.4659302758,25,3
33865,1,175,480.4638787542,19,3
15557,1,142,480.4579412686,34,3
36805,1,175,480.4525762167,42,3
12148,1,175,480.4523759322,15,3
27503,1,142,480.4456675821,41,3
8233,1,175,480.4439502924,39,3
19352,1,142,480.4388842602,16,3
38588,1,175,480.4349519076,44,3
10756,0,174,480.4317747902,18,3
3980,0,175,480.4284097102,45,3
32437,0,43,480.4271212929,54,2
6286,1,174,480.4215564194,54,3
26912,1,142,480.4195099149,24,3
10480,1,174,480.4090353511,27,3
5789,1,174,480.4079808271,45,3
10988,1,142,480.4036217025,30,3
36407,1,175,480.4007173502,57,3
10645,1,174,480.3970183441,21,3
25382,1,174,480.3952240236,30,3
2537,1,72,480.3924268633,54,2
32020,1,175,480.3900087839,32,3
22914,1,142,480.3873088858,49,3
9466,1,175,480.3772702963,35,3
34553,0,142,480.3664248039,26,3
35528,1,174,480.3645641788,39,3
7284,1,175,480.3529859069,18,3
38962,1,175,480.3525467386,17,3
18492,1,174,480.3490344118,29,3
26020,1,175,480.3485410885,56,3
5309,1,175,480.3403030631,18,3
26104,1,175,480.3380299401,39,3
14391,1,142,480.3347880959,33,3
22624,1,175,480.3280386189,27,3
33361,1,175,480.3224613719,16,3
11942,1,174,480.3222084392,19,3
16457,0,147,480.321091031,57,2
6656,0,175,480.3203377225,30,3
21008,1,175,480.3175004471,17,3
31336,1,174,480.3116422926,55,3
28305,1,175,480.3103375793,51,3
20413,1,174,480.3015799353,40,3
25643,0,174,480.3004702607,29,3
9566,1,174,480.2955954556,31,3
23540,1,174,480.2926554307,28,3
28840,1,174,480.2917149694,26,3
12005,1,142,480.2890804243,37,3
31493,1,174,480.2858896472,25,3
28614,0,142,480.2856367867,30,3
9714,1,174,480.2735289041,21,3
26470,1,142,480.2730448179,21,3
10301,0,174,480.2716076235,52,3
8289,1,142,480.2583126516,37,3
30011,1,142,480.2579676366,32,3
23250,1,174,480.2353877848,29,3
10666,1,75,480.2291745794,50,2
19506,0,174,480.2241847302,26,3
6686,1,58,480.2140259001,58,2
10535,0,142,480.2032013297,46,3
36575,1,142,480.1995791352,25,3
32333,1,142,480.1876610222,54,3
17087,1,175,480.1802539217,29,3
33577,1,175,480.1780304043,53,3
18029,1,142,480.1757418201,30,3
9280,1,142,480.1729392329,27,3
9325,1,174,480.1718664417,24,3
26596,1,174,480.1699922061,42,3
11256,1,96,480.1638684231,61,2
6871,0,174,480.1629027545,27,3
17902,0,142,480.1559864586,22,3
13337,0,142,480.1535249418,18,3
17949,1,74,480.1512464836,56,2
36763,1,174,480.144561464,16,3
20507,1,142,480.1444173671,16,3
3900,1,175,480.1427760676,52,3
2677,1,174,480.139541041,27,3
28246,1,175,480.1360864077,47,3
39551,1,142,480.1182032963,16,3
922,1,142,480.1123489968,22,3
20903,1,175,480.1026880413,23,3
16939,1,174,480.1006400201,20,3
14380,1,174,480.0991647022,24,3
2114,1,175,480.094481217,24,3
22459,0,2,480.0926944773,54,2
16202,1,174,480.0913412226,17,3
36664,1,147,480.0844868199,55,2
21417,1,175,480.0716532248,43,3
37653,1,142,480.0657930724,33,3
35029,0,142,480.0627168715,25,3
31240,1,61,480.0616017928,58,2
32399,1,175,480.0536407641,21,3
21134,1,174,480.0495137763,25,3
39134,1,175,480.0483542227,19,3
30173,1,142,480.0460657586,23,3
1897,1,175,480.0459446985,16,3
3908,1,175,480.0446231583,24,3
4335,1,142,480.0436583309,30,3
21807,1,175,480.0407123347,31,3
39434,1,174,480.0376381632,24,3
2913,1,175,480.0344489879,13,3
39503,1,175,480.0151909205,32,3
561,1,174,480.0093437171,17,3
8166,1,175,479.9947998109,34,3
682,1,174,479.9898582558,23,3
37306,1,175,479.989397355,33,3
2742,1,174,479.986554993,43,3
19849,1,175,479.9853506437,17,3
22257,1,174,479.9853391911,33,3
25330,1,74,479.9833954858,60,2
5199,0,142,479.9830228785,24,3
18030,1,174,479.982519401,16,3
25623,1,116,479.9752996858,61,2
10429,1,142,479.9676898131,36,3
21967,1,142,479.9634600048,37,3
21972,0,174,479.9542080925,17,3
19645,1,142,479.9387632051,28,3
2599,1,128,479.9277083234,51,2
32858,0,142,479.926655877,34,3
29881,1,142,479.9187313698,29,3
30796,1,142,479.9164468265,46,3
29920,1,5,479.9141005069,57,2
35429,1,142,479.9095950117,46,3
31492,1,175,479.8944767525,24,3
12309,1,142,479.8944517866,31,3
35515,1,142,479.8921182158,20,3
32710,1,59,479.8889113216,58,2
37324,1,175,479.8878382164,40,3
17843,1,142,479.8842597225,18,3
26341,0,142,479.8833403113,36,3
29570,1,174,479.8814704808,30,3
15363,1,174,479.8782466621,23,3
2643,1,175,479.8731872751,38,3
25364,1,174,479.8730046925,24,3
36951,0,175,479.8669936442,18,3
18639,1,142,479.8668596545,21,3
18108,1,175,479.8498848167,16,3
32611,1,142,479.8386318386,26,3
36438,1,175,479.8321373436,25,3
18625,1,142,479.828143385,29,3
1956,1,69,479.8228695734,55,2
1079,0,174,479.8214379962,33,3
9838,1,175,479.8212955731,33,3
12625,1,175,479.8190388099,34,3
34875,1,174,479.8164691852,20,3
7590,1,142,479.8150350927,17,3
19539,0,66,479.812871885,55,2
37001,1,174,479.8088447733,24,3
27687,1,175,479.8082250722,17,3
27544,1,174,479.8031453896,19,3
18363,1,142,479.7986932106,15,3
30054,0,174,479.7890172185,38,3
36492,1,174,479.7782153759,47,3
27553,1,174,479.7725662716,40,3
5966,1,174,479.768982794,24,3
18304,1,174,479.7608282719,47,3
11743,1,174,479.758369982,46,3
36460,1,142,479.7583506398,48,3
36888,1,174,479.7578499134,32,3
19165,0,142,479.7493633476,23,3
33018,1,175,479.7489289304,31,3
37550,1,142,479.7447823787,35,3
17090,0,175,479.7425406847,19,3
36793,1,174,479.7406782069,50,3
910,1,142,479.7366943942,34,3
7052,1,174,479.7357071011,36,3
12262,1,116,479.7324278115,54,2
32660,0,144,479.7309751745,55,2
19289,0,174,479.7255570412,49,3
36600,1,175,479.7192931293,35,3
28332,1,142,479.718429918,23,3
28093,1,142,479.7167363469,25,3
34487,1,174,479.7065854868,22,3
31058,1,142,479.7056840304,22,3
24713,1,174,479.7036593637,20,3
33790,1,174,479.6998718493,31,3
22337,1,174,479.6981188307,20,3
7307,1,174,479.6940346719,14,3
8363,1,175,479.6824450508,35,3
36092,1,86,479.677530573,51,2
22635,1,175,479.6768474724,21,3
9815,1,174,479.6706498395,17,3
24170,1,142,479.6628372164,28,3
20385,1,174,479.6583052787,21,3
4064,0,142,479.6573137747,24,3
6991,1,142,479.6569100463,30,3
18493,0,142,479.6539991314,32,3
15231,1,175,479.6522006685,23,3
17064,1,142,479.6502247286,27,3
30769,1,174,479.648965987,31,3
32699,0,75,479.6479841022,55,2
1911,1,175,479.6453576944,38,3
16234,1,142,479.6420514793,23,3
38029,1,121,479.639862929,51,2
3025,1,175,479.6354237367,43,3
25964,1,174,479.63373741,24,3
24925,1,174,479.6249823168,18,3
16496,1,174,479.6246062549,23,3
7171,1,175,479.6222348065,22,3
1644,1,37,479.6194747121,56,2
19460,1,142,479.618107245,14,3
26926,1,180,479.6174061517,53,2
19419,1,142,479.6173282188,46,3
23811,1,174,479.6149903906,33,3
37766,1,175,479.6133621472,19,3
22318,1,142,479.6119997075,41,3
23314,1,175,479.5985512771,25,3
27563,1,142,479.5978891231,36,3
17361,1,174,479.5882904183,27,3
2932,1,175,479.5796022266,57,3
10234,1,175,479.5737861099,16,3
1842,1,174,479.5686343349,23,3
21871,1,175,479.566880717,49,3
37353,1,175,479.5666878638,25,3
28157,0,142,479.559617262,56,3
16023,1,174,479.5581319901,22,3
25257,1,174,479.5578486024,26,3
5209,1,175,479.5547449603,39,3
31571,1,174,479.5494582379,34,3
25018,1,142,479.5365353182,20,3
10807,1,142,479.5330445687,43,3
9303,1,175,479.5315652962,21,3
36359,1,142,479.5313206147,56,3
16019,1,7,479.5287544381,53,2
6278,0,175,479.5284039878,22,3
15468,1,174,479.5280780753,21,3
36242,1,174,479.5211493433,33,3
14288,1,142,479.5167581489,37,3
23489,1,175,479.5150230408,19,3
23345,1,142,479.5131304847,32,3
7703,1,175,479.5114499479,23,3
11586,1,174,479.5085701384,44,3
28479,1,142,479.5085426017,47,3
4721,1,142,479.4959258664,32,3
4323,1,174,479.4882288193,22,3
1067,1,142,479.4836741091,46,3
20093,1,175,479.4738039708,30,3
19597,1,142,479.4708910588,53,3
686,1,142,479.4685453478,23,3
24799,1,174,479.4665471728,34,3
5034,1,142,479.4347087129,44,3
33460,1,7,479.4325639707,54,2
22598,1,142,479.4252434035,24,3
341,1,174,479.4218663568,40,3
27323,1,174,479.4178154577,32,3
31959,0,174,479.4162301145,52,3
22426,1,174,479.4162207192,28,3
281,1,175,479.4161774722,23,3
12832,1,175,479.4159833812,40,3
38950,1,174,479.4064528673,25,3
19364,1,142,479.4043102056,49,3
26865,1,142,479.4030809842,29,3
6132,0,175,479.3982498273,29,3
32064,1,142,479.3961562545,19,3
14781,1,142,479.3949958608,36,3
11116,1,89,479.3922964903,54,2
18907,0,142,479.3888159877,24,3
21419,1,174,479.3785454567,31,3
33521,1,142,479.3734054657,40,3
3318,1,142,479.3733066834,49,3
33452,0,142,479.3724004054,33,3
19535,1,142,479.3642628153,19,3
3079,1,174,479.3627572493,32,3
8262,0,142,479.3592448588,43,3
1016,1,116,479.3580793958,49,2
38622,1,175,479.3565465006,32,3
9923,1,175,479.3556417417,26,3
29452,1,142,479.3553006474,18,3
22411,1,175,479.3520053295,24,3
2327,1,121,479.3501858292,50,2
24469,1,175,479.3413636164,22,3
3576,1,175,479.3412939207,32,3
6662,1,81,479.3295623443,55,2
38933,1,174,479.3272484727,17,3
34417,1,62,479.3161433071,54,2
24145,1,175,479.3113298498,22,3
31122,0,142,479.30984895,30,3
1019,1,175,479.3031287163,28,3
5920,1,175,479.3003323024,46,3
17681,1,175,479.299764606,18,3
23826,1,37,479.2938779957,52,2
1919,1,174,479.2928505309,20,3
26513,1,175,479.2902884269,43,3
23464,1,175,479.2662025269,32,3
3022,0,55,479.2511256117,46,2
34639,1,175,479.239152935,30,3
3307,1,180,479.2390028392,52,2
39637,1,142,479.2376932874,51,3
11343,1,38,479.235016543,51,2
16144,1,174,479.2307106323,16,3
8901,1,174,479.2305616273,17,3
24867,1,142,479.2252132494,44,3
11519,1,174,479.2155663938,61,3
37022,1,175,479.2125131166,24,3
20074,1,66,479.2098414999,51,2
36869,0,44,479.2095690929,54,2
25616,1,193,479.2078372731,48,2
24332,0,129,479.1910189047,51,2
35834,1,175,479.1822332377,32,3
23749,1,175,479.1771309826,19,3
27169,1,51,479.1745032131,60,2
58,1,174,479.1723818715,29,3
16349,0,161,479.1718979536,58,2
29667,1,175,479.1692530947,29,3
14293,1,55,479.168325592,54,2
34484,0,142,479.1622553117,49,3
32337,1,142,479.1614566004,28,3
28884,1,174,479.160396327,51,3
32833,1,175,479.1503386532,20,3
31491,1,174,479.149566846,28,3
17951,1,90,479.1463709054,55,2
37237,1,142,479.1460742985,37,3
31855,1,142,479.1395518227,53,3
25360,1,142,479.1333271783,28,3
25425,1,174,479.1287137934,37,3
26692,1,142,479.126823553,26,3
21462,1,175,479.1220146523,27,3
28377,1,59,479.1219749416,57,2
1531,0,142,479.1218494418,18,3
5312,1,142,479.1218229778,20,3
37632,1,142,479.1129024075,28,3
37621,1,142,479.1117101976,45,3
29549,1,175,479.1060365265,36,3
35329,1,142,479.0973572487,32,3
3752,1,27,479.0873724168,52,2
38543,1,56,479.0747155906,60,2
20915,1,174,479.073965278,47,3
23021,1,142,479.0736942788,20,3
18203,0,175,479.0730132027,23,3
3105,1,175,479.0723841546,23,3
14370,1,174,479.0631245573,24,3
9868,1,174,479.0583376684,44,3
33373,1,174,479.051521306,35,3
27654,1,175,479.0336528003,18,3
30934,1,175,479.0312385961,35,3
32128,1,29,479.0286222402,52,2
33673,1,204,479.0272741442,57,2
13277,1,175,479.0248624542,25,3
28145,1,175,479.0245521025,28,3
32146,1,174,479.0240294862,20,3
28170,1,142,479.0182585823,31,3
22314,1,175,479.0139877082,23,3
28433,1,175,479.0137312951,17,3
16746,1,142,479.0132285522,23,3
1874,1,142,479.0026981601,36,3
35523,1,142,479.0017702656,37,3
39710,1,174,478.9922087543,28,3
15105,1,174,478.9905528576,24,3
25838,1,142,478.9860121686,26,3
39210,1,174,478.985375721,21,3
5483,1,29,478.9841947428,56,2
10079,1,142,478.984162779,16,3
8972,1,174,478.9753462359,50,3
3990,1,174,478.9720956965,30,3
251,1,142,478.9696650652,37,3
1132,1,142,478.9676863937,44,3
24945,1,142,478.9667153159,42,3
19770,1,175,478.9658838696,28,3
29899,1,174,478.9631265027,44,3
35702,1,175,478.9568068845,28,3
24271,1,174,478.9521451315,26,3
11940,1,174,478.9513296241,30,3
33877,1,188,478.9508867355,53,2
35055,1,174,478.9453207909,22,3
6564,0,174,478.9441485225,53,3
17286,1,175,478.9412938429,48,3
21000,1,174,478.9405213874,48,3
36662,1,142,478.936514319,24,3
38103,1,175,478.9250105423,16,3
11513,1,174,478.9242499766,47,3
13694,1,174,478.9217191691,27,3
19793,1,175,478.920757034,33,3
844,0,142,478.9191565462,19,3
34531,1,174,478.9188386837,21,3
5102,1,142,478.9142945365,34,3
35381,1,174,478.9050123822,48,3
18927,1,174,478.9035855609,31,3
17627,1,142,478.9005426427,17,3
13815,1,142,478.8996096006,48,3
9809,1,27,478.894977515,48,2
26859,0,175,478.8917687488,21,3
26068,1,175,478.8882450612,39,3
2347,1,174,478.884011247,53,3
34647,1,174,478.8820026695,28,3
8370,1,175,478.8774439181,32,3
10035,1,142,478.8774012168,36,3
8023,1,142,478.8745770311,20,3
30351,1,142,478.8572978009,46,3
14331,1,174,478.857136619,30,3
20796,1,174,478.8557358574,52,3
37457,1,174,478.854360748,21,3
1002,1,175,478.849434172,19,3
837,0,142,478.8452158811,25,3
29912,1,174,478.8375469902,56,3
23194,1,175,478.8278498386,47,3
35581,1,175,478.8256138085,29,3
36758,1,175,478.8243290525,48,3
22543,0,175,478.8211833069,20,3
11000,1,174,478.8192180569,32,3
1820,1,142,478.8182626029,25,3
35731,1,142,478.815322632,38,3
7482,1,175,478.8117987334,52,3
7824,1,180,478.8007180184,57,2
16346,1,174,478.7987138363,27,3
19689,1,174,478.7970804849,42,3
29495,1,142,478.7927483064,20,3
33468,1,175,478.7887990881,38,3
32820,1,142,478.7877451994,22,3
2005,1,174,478.7870296009,43,3
20845,1,147,478.7765837817,52,2
26510,1,174,478.7661423383,31,3
33705,1,175,478.7651173947,22,3
24487,1,175,478.7634017178,33,3
25332,1,175,478.7601580923,20,3
18039,1,67,478.7579893078,53,2
38826,1,153,478.7572374934,60,2
29648,1,175,478.7427826581,34,3
37815,1,175,478.738060481,47,3
31601,1,142,478.7348596776,37,3
21209,0,142,478.7334435711,25,3
30878,1,174,478.7309513311,27,3
39378,1,175,478.7275618324,33,3
27802,1,175,478.7256724736,18,3
3525,1,175,478.6993409016,18,3
27696,1,175,478.6948182276,22,3
4886,1,175,478.692590184,14,3
2133,1,142,478.6906447004,55,3
24294,1,89,478.6890765433,55,2
10479,1,175,478.6824609149,36,3
25339,0,142,478.6815634469,18,3
6185,1,174,478.6795068741,43,3
30128,0,187,478.6776742953,61,2
9505,1,175,478.6748967561,45,3
29894,1,174,478.67013832,52,3
25843,1,142,478.668678197,45,3
12112,1,174,478.6672649486,16,3
7186,1,174,478.6666733781,27,3
38375,1,175,478.6602639941,31,3
2633,1,175,478.6599356469,23,3
15260,1,174,478.6576213435,43,3
33176,1,175,478.6496276724,24,3
22366,1,142,478.6415017023,26,3
21808,1,142,478.6355450937,38,3
9465,1,175,478.6327898039,16,3
8677,1,174,478.6261223193,31,3
10555,1,175,478.6233514899,22,3
32678,1,175,478.6162808258,26,3
28893,1,142,478.6125630475,30,3
21961,0,142,478.6091920047,12,3
12370,0,175,478.602565503,31,3
5386,1,174,478.5995320468,22,3
9348,1,142,478.5946004627,39,3
1630,1,175,478.5931424885,36,3
8541,1,175,478.5918339532,58,3
37754,1,142,478.5912059055,43,3
38221,1,175,478.583967834,46,3
17282,1,174,478.5778101805,21,3
1803,0,175,478.5776314931,26,3
27970,1,142,478.5666769798,24,3
13996,1,142,478.5658806361,18,3
2326,1,174,478.5639520036,46,3
29448,1,174,478.5619540502,35,3
5900,1,174,478.5601772534,14,3
4592,1,175,478.5568785304,31,3
12007,1,142,478.5527442221,48,3
33125,1,175,478.5510682417,21,3
2912,1,142,478.5505918194,20,3
29476,0,142,478.5464672572,42,3
32221,1,142,478.5438246066,31,3
36198,1,175,478.5430609669,25,3
35551,1,175,478.5392767941,22,3
24595,1,174,478.5382828572,43,3
25452,1,175,478.528769756,31,3
9259,1,142,478.5240262054,37,3
30301,1,174,478.5196221945,49,3
26420,0,175,478.5105458064,28,3
37845,1,175,478.5055849448,53,3
16767,1,175,478.5020746397,23,3
38330,1,142,478.5015075691,49,3
38025,1,142,478.5001355353,32,3
38999,0,174,478.4875194529,42,3
3475,1,142,478.4826066165,17,3
32583,0,142,478.4812983267,28,3
18278,1,142,478.4700506697,52,3
2553,1,175,478.4621708532,21,3
2444,1,175,478.4594797071,33,3
3932,1,175,478.4436456595,18,3
32811,0,175,478.4407068639,32,3
1011,1,175,478.4283381681,27,3
39514,1,56,478.4211046835,55,2
21608,1,175,478.4197092682,22,3
11564,0,175,478.4190265424,40,3
3881,1,174,478.4179184041,29,3
11628,1,175,478.4133943831,40,3
23759,1,142,478.4130279267,33,3
28175,1,175,478.4124586265,50,3
27918,1,174,478.3964274119,42,3
24900,1,142,478.3846107876,32,3
11755,1,47,478.3729246697,52,2
36997,1,174,478.3661733507,16,3
10688,0,174,478.3577490626,17,3
21735,1,175,478.3564115142,17,3
27852,1,174,478.3562213831,41,3
30719,1,174,478.3494736044,32,3
37537,1,175,478.3397930641,20,3
38407,1,174,478.3377504789,30,3
7512,0,174,478.3351874457,20,3
4336,1,175,478.3343690779,32,3
19083,1,175,478.3301320251,27,3
4814,1,142,478.3270635581,26,3
35616,1,175,478.3215155999,25,3
17972,1,175,478.3189901788,25,3
8102,1,174,478.3100953434,45,3
21784,1,175,478.3063243699,39,3
21646,1,174,478.3046133921,34,3
28302,1,175,478.2965087987,23,3
26689,1,175,478.2955933915,38,3
36279,1,142,478.2887170636,26,3
29031,1,174,478.2869971758,25,3
25959,1,142,478.2816960811,26,3
1530,1,47,478.2799922345,53,2
20023,1,175,478.2793340862,50,3
31548,0,174,478.2720766635,25,3
24688,0,142,478.2712722883,50,3
8038,1,142,478.2710911338,43,3
36832,1,144,478.2683048151,54,2
4350,1,142,478.262701102,30,3
29681,1,142,478.249552503,50,3
7254,0,142,478.24196141,52,3
30366,1,175,478.2405333379,29,3
23362,0,175,478.2389131124,20,3
30262,0,142,478.235282256,27,3
35891,1,175,478.2349758832,46,3
33073,1,175,478.2336142693,34,3
5532,1,158,478.2287551982,52,2
27622,1,174,478.2270669803,29,3
11237,1,142,478.224351103,31,3
28972,1,175,478.2224818851,16,3
24600,1,174,478.2096062031,39,3
21180,1,174,478.209013028,34,3
16547,1,142,478.1996145067,32,3
17043,1,174,478.1990443677,19,3
31426,1,142,478.1976092929,20,3
27352,1,142,478.1905633436,63,3
549,1,175,478.1893178519,56,3
30776,1,175,478.1878048087,27,3
4448,0,51,478.1807410041,55,2
21467,1,142,478.1804299912,23,3
17991,0,142,478.1777989856,45,3
25990,1,174,478.1746206143,39,3
7688,1,142,478.1679934498,54,3
37193,1,142,478.1679271446,17,3
8250,1,142,478.166225898,21,3
35708,1,174,478.1654909243,53,3
1806,1,174,478.1547422067,33,3
27034,1,175,478.1461977001,24,3
10659,1,174,478.1441069395,33,3
26868,1,175,478.1404432623,39,3
28647,0,83,478.1314232197,59,2
18809,1,175,478.1278319443,18,3
21330,1,175,478.1074150686,14,3
16173,1,142,478.1006999413,41,3
12465,1,174,478.1001171567,26,3
18023,1,142,478.0990937986,32,3
6950,1,174,478.0900519765,50,3
34232,1,142,478.0800537814,38,3
1929,1,142,478.0723776458,27,3
5124,1,142,478.0718396163,20,3
14590,1,175,478.0660193212,24,3
29987,1,175,478.065136788,41,3
30742,1,174,478.0529390406,39,3
24798,0,174,478.0476161348,20,3
19767,0,174,478.0474273231,48,3
17699,1,174,478.0438400098,45,3
33420,1,142,478.0298885177,16,3
7480,1,174,478.026513008,34,3
15828,1,175,478.025191648,37,3
11526,1,175,478.0155976103,30,3
12601,1,142,478.0141036795,18,3
8101,1,174,478.0139794533,15,3
9282,1,175,478.0091448258,32,3
9210,1,142,478.0067769027,29,3
6483,1,142,477.997827626,30,3
7394,1,174,477.9956301301,21,3
16331,1,174,477.9912329817,31,3
37857,0,174,477.9911352504,21,3
30344,1,142,477.9876206633,17,3
1123,1,142,477.9864184107,24,3
4520,1,81,477.9848675216,58,2
11576,1,174,477.9748444989,46,3
19952,1,142,477.9728294156,19,3
622,1,142,477.9710595966,28,3
33465,1,174,477.9700031268,36,3
23832,1,142,477.9637308742,29,3
6535,1,142,477.9571145693,20,3
18832,1,175,477.9518743658,19,3
21945,1,142,477.9494463382,21,3
4741,1,142,477.9489853998,39,3
323,1,175,477.9485474044,27,3
20454,1,142,477.9389713537,19,3
3332,1,187,477.9380984294,56,2
13843,0,174,477.9368398367,16,3
22249,1,175,477.9338929438,49,3
31863,1,174,477.9337929395,26,3
36510,1,142,477.9242689209,59,3
